publishedtime,desc,likes,reposts,views,replies,bookmarks,tweeturl,contenturl
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151140,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Wed Nov 06 19:32:30 +0000 2019,"Oxxxymiron feat. Самариддин Раджабов - Ветер Перемен (2 раунд 17ib)

Трек на всех цифровых площадках (ВК есть, остальные скоро):
https://t.co/mMqOQp8eka

Prod. by @kingporchy 
Mixed by Max Kravtsov
Обложку опять рисовал я

Предыстория: https://t.co/FMXiKkf62d 

RT и всем любви https://t.co/eJbWgJtNNY",3623,478,None,138,21,https://x.com/norimyxxxo/status/1192162862942302209,https://pbs.twimg.com/media/EItpyZNXYAEthD_.jpg
Thu Oct 31 11:41:03 +0000 2019,"припев года
https://t.co/wAT6PK3Hmx",1335,46,None,72,22,https://x.com/norimyxxxo/status/1189869892809437184,None
Wed Oct 23 20:02:30 +0000 2019,"Топ-тред, имеющий не только чисто информационную, но и художественную ценность. 

С Лешей теперь знаком лично, максимально светлый чувак. Короче, чекайте",1300,52,None,17,31,https://x.com/norimyxxxo/status/1187096984345350145,None
Tue Oct 22 11:41:09 +0000 2019,"RT @therapinside: Я думал, что моя жизнь — трагедия. Но сейчас понял, что это комедия. https://t.co/fcxwj7V7OD",0,766,None,0,0,https://x.com/norimyxxxo/status/1186608425003868161,https://pbs.twimg.com/media/EHeesaOWoAA_2Rg.jpg
Thu Oct 17 13:28:23 +0000 2019,Дайте уже тему для второго раунда,3800,61,None,145,1,https://x.com/norimyxxxo/status/1184823473841020929,None
Wed Oct 16 10:51:32 +0000 2019,"RT @rohoteam: // DEANON TIME BITCHES

/DIRECTOR _TIM 
/PRODUCER _VOVA

Ph nikolaitaltykin 
Art lbank

Да блять, я не Смоки, мы не Джимбо и…",0,44,None,0,0,https://x.com/norimyxxxo/status/1184421610373156864,None
Sat Oct 12 10:39:19 +0000 2019,"Нормальный человек: приезжает вовремя в правильный аэропорт и успевает на рейс

Рассеяный чел 1: путает время и опаздывает на рейс

Рассеяный чел 2: приезжает не в тот аэропорт и опаздывает на рейс

Я: приезжаю не в тот аэропорт, но успеваю на рейс, тк также перепутал время 🧠 https://t.co/kehOvl87Ag",6639,222,None,89,25,https://x.com/norimyxxxo/status/1182968985970712576,https://pbs.twimg.com/tweet_video_thumb/EGrABDCX4AIiGlw.jpg
Tue Oct 08 23:03:39 +0000 2019,"Вы были автоматически переадресованы сюда, потому что спросили про треки",2184,66,None,53,11,https://x.com/norimyxxxo/status/1181706753320390657,None
Sun Oct 06 21:04:11 +0000 2019,"Так, разгружу твиттор, а то тут одна гражданская тематика в последнее время. Для тех, кому это интересно - верхний пост в инсте.

А тут вместо этого пусть повисит фото в говняной шапке. https://t.co/JlPkcJk7dn",5982,148,None,113,18,https://x.com/norimyxxxo/status/1180951913665351681,https://pbs.twimg.com/media/EGOVfo1W4AE57Z0.jpg
Fri Oct 04 08:48:08 +0000 2019,"RT @mediazzzona: Актеры Александр Паль, Евгений Цыганов, Григорий Добрыгин, Павел Деревянко и другие записали видео в поддержку фигурантов…",0,264,None,0,0,https://x.com/norimyxxxo/status/1180041901770235905,None
Sat Sep 21 08:01:06 +0000 2019,"Why would a famous artist making good money with music still sell weed in a country with extremely strict drug laws? Weed is not a lucrative business, its peanuts. None of this shit adds up, so the logical explanation is that hes been framed.

Hows that for a reasonable doubt",948,105,None,22,4,https://x.com/norimyxxxo/status/1175319023325782016,None
Sat Sep 21 06:03:33 +0000 2019,"FREE LOONIE! 🇸🇽

Please retweet if you are a battle rap fan or simply someone in favour of free speech. 

Let the Filipino police &amp; government know that this is not simply a national issue but an international one. 🌍

@Loonieversal is one of us. 

#freeloonie https://t.co/AftEJ8eHX8",6280,3821,None,88,20,https://x.com/norimyxxxo/status/1175289443923742720,https://pbs.twimg.com/media/EE93g17XYAA3Msh.jpg
Fri Sep 20 16:06:56 +0000 2019,"Большой пост благодарности по #сядьзатекст:

https://t.co/7xdImGqHbM https://t.co/xkEOPN7vUr",1774,115,None,32,11,https://x.com/norimyxxxo/status/1175078902273859586,https://pbs.twimg.com/media/EE64B8iWwAE1s87.jpg
Thu Sep 19 18:54:39 +0000 2019,"#сядьзатекст - Что делать?

https://t.co/L9EtaAcAnM

Режиссура @rohoteam 
Продакшн @shipowpowski 
Композитор Кирилл Рихтер

Цитаты из видео - на https://t.co/9NRcL2ZbRA

Ретвит, если Рохо красавцы и свободу политзаключенным https://t.co/Ofm2XdszWY",8779,2370,None,115,105,https://x.com/norimyxxxo/status/1174758718094942210,https://pbs.twimg.com/ext_tw_video_thumb/1174758633235783682/pu/img/VpZ_14m_8KlaAvCQ.jpg
Thu Sep 19 14:21:07 +0000 2019,#СЯДЬЗАТЕКСТ https://t.co/V7XH6HQcI3,2297,275,None,35,13,https://x.com/norimyxxxo/status/1174689882788257794,None
Thu Sep 19 11:27:04 +0000 2019,"#сядьзатекст

https://t.co/DrMVMLUJIF",3564,537,None,50,38,https://x.com/norimyxxxo/status/1174646083571671040,None
Wed Sep 18 13:14:09 +0000 2019,"Мы тут с @rohoteam решили почитать классиков вслух. Кто хочет посмотреть, регайтесь тут: https://t.co/YHFwV3stjk
300 мест, 18+, только с паспортом",1078,26,None,59,10,https://x.com/norimyxxxo/status/1174310643429793798,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151140,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Wed Sep 18 13:14:09 +0000 2019,"Мы тут с @rohoteam решили почитать классиков вслух. Кто хочет посмотреть, регайтесь тут: https://t.co/YHFwV3stjk
300 мест, 18+, только с паспортом",1078,26,None,59,10,https://x.com/norimyxxxo/status/1174310643429793798,None
Sun Sep 08 08:06:31 +0000 2019,"RT @JohnnyRudeboy: охра - в долгий путь (1 раунд 17ib)
produced by @whereisldma
обложка by @alinlinoleum
17 независимый:
https://t.co/lWJBS…",0,197,None,0,0,https://x.com/norimyxxxo/status/1170609343852679168,None
Fri Sep 06 11:15:40 +0000 2019,У всех остальных есть еще 3 дня,1433,26,None,49,1,https://x.com/norimyxxxo/status/1169932170418413568,None
Wed Sep 04 16:11:15 +0000 2019,"Oxxxymiron - В долгий путь 
(1 раунд 17ib):

https://t.co/hHbRdDb1C5

Produced by Jura Kez
Обложку рисовал сам

17 независимый баттл хип-хоп.ру:
https://t.co/TsLuDdf6F8 https://t.co/bL3X0t59ZB",3885,311,None,237,26,https://x.com/norimyxxxo/status/1169281780173680647,https://pbs.twimg.com/media/EDofh4NWsAEXsRp.jpg
Mon Sep 02 16:09:47 +0000 2019,RT @SAINtJHN: Moscow. My homies @JIDsv @norimyxxxo pulled up on me. I pulled them both on stage to perform “I heard you got too litt last n…,0,46,None,0,0,https://x.com/norimyxxxo/status/1168556635725402112,None
Sun Aug 25 11:54:46 +0000 2019,"P.S.

https://t.co/tuf4XY01EQ",2225,204,None,137,31,https://x.com/norimyxxxo/status/1165593358313689088,None
Wed Aug 21 18:45:49 +0000 2019,"Инсайдерские кулстори, вряд ли интересные кому-либо, кроме нас троих - это базар с @JohnnyRudeboy и Мамаем @booking_machine, снятый год назад сразу после выступления на https://t.co/VFjIjvEsUx

Полное видео:

https://t.co/Qv3eDEHnIG https://t.co/81bDW0wbnp",1273,69,None,34,32,https://x.com/norimyxxxo/status/1164247248089300992,https://pbs.twimg.com/ext_tw_video_thumb/1164247029238902789/pu/img/6BmlOfiNOEdcSnvT.jpg
Tue Aug 20 15:15:53 +0000 2019,👍👍👍,466,3,None,14,4,https://x.com/norimyxxxo/status/1163832029865271296,None
Sat Aug 17 13:44:46 +0000 2019,"RT @JohnnyRudeboy: у меня тут инфа по работе студии на август. скорее всего будет апдэйт, а пока так. рт рт, как говорится https://t.co/C6X…",0,37,None,0,0,https://x.com/norimyxxxo/status/1162721936725725184,None
Fri Aug 16 11:43:05 +0000 2019,"Прочитайте этот пост, особенно, если в последнюю неделю часто ловили себя на том, что со мной не согласны:

https://t.co/zg8MiO7n4U

Против ретвита тоже ничего не имею) https://t.co/SjL80uG4WY",3677,854,None,91,23,https://x.com/norimyxxxo/status/1162328923847266304,https://pbs.twimg.com/media/ECFr_hbXkAAJKhk.jpg
Sat Aug 10 18:15:22 +0000 2019,#freeyegorzhukov https://t.co/1dpWWKfDpo,4324,261,None,76,7,https://x.com/norimyxxxo/status/1160253320738611200,https://pbs.twimg.com/media/EBoMPe4X4AIVGrv.jpg
Fri Aug 09 10:20:53 +0000 2019,"Проспект Сахарова, 10 августа, 14:00. 

Подписываюсь под этим постом: 
https://t.co/zQL2YfDf7k https://t.co/J3T943GyOC",17148,2182,None,865,36,https://x.com/norimyxxxo/status/1159771522069946368,https://pbs.twimg.com/ext_tw_video_thumb/1159770855762812933/pu/img/cQyGrNZbxOsU3-G1.jpg
Sat Aug 10 03:39:22 +0000 2019,"Доброе утро. 

К вопросу, зачем сегодня идти.

Не поленитесь, посмотрите полную версию ролика по ссылке. Там суммировано все то, что я читал о Егоре в последние дни. Разумеется, другие политзаключенные важны ничуть не меньше, просто в деле Егоре все отразилось особенно наглядно.",5220,639,None,104,68,https://x.com/norimyxxxo/status/1160032866769821697,None
Mon Aug 05 20:05:16 +0000 2019,«Прекратить уголовное дело против участников мирной акции 27 июля 2019 года в Москве» - Подпишите петицию! https://t.co/7iogn5NTZi через @ChangeOrgRus,5614,817,None,241,10,https://x.com/norimyxxxo/status/1158469035492814853,None
Fri Jul 26 16:29:08 +0000 2019,"RT @MARKMARKUL: МARKUL — Скалы

Трек доступен на всех площадках: https://t.co/LJX7R7Dt5T

Билеты на Before I Disappear Tour: https://t.co/5…",0,174,None,0,0,https://x.com/norimyxxxo/status/1154790768638345216,None
Thu Jul 18 17:35:32 +0000 2019,RT @MayWaves7863: SAVE US TOUR w/ @ameriqano https://t.co/b6M7ba7Wev,0,38,None,0,0,https://x.com/norimyxxxo/status/1151908373983637504,https://pbs.twimg.com/media/D_wwOEoXUAAMkWd.jpg
Thu Jul 18 07:18:00 +0000 2019,"Поменял. Теперь всё, как надо",3982,117,None,59,4,https://x.com/norimyxxxo/status/1151752965226672131,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151140,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Thu Jul 18 07:17:06 +0000 2019,#НовыйАватар https://t.co/mzW0DaltDp,9336,340,None,96,22,https://x.com/norimyxxxo/status/1151752739212406785,https://pbs.twimg.com/media/D_vZAlWX4AAfAYW.jpg
Tue Jul 16 13:20:56 +0000 2019,👹👹👹,443,5,None,11,0,https://x.com/norimyxxxo/status/1151119528346247169,None
Mon Jul 15 12:56:29 +0000 2019,"Молодой - один из лучших эмси начала 2000-х и ключевая фигура раннего (треково-диссового) баттлрэпа на русском. Помним!

Чтобы не повторяться, вот что я написал тогда, 10 лет назад: 
https://t.co/IkeOhJsHwo",546,14,None,9,6,https://x.com/norimyxxxo/status/1150750984202792960,None
